ReactionSMILES	reaction name	reactionSMARTS	reacting substructures	product substructures
O=C[C@@H](O)CO.OC=C(O)CO>>O=C(CO)[C@@H](O)[C@@H](O)[C@@H](O)CO	aldol_sugar_addition_fast_pt-t2-@@-@@	[O:1]=[$(C(=O)-,:CO)&!$(C(=O)-,:C(-,:O)C(-,:O)CO)&!$(C(=O)(-,:CO)-,:C(-,:O)CO)&!$(C(=O)-,:C(-,:O)(-,:CO)-,:CO):2].[O:3][$(C(-,:O)=CO)&!$(C(-,:CO)(-,:O)=CO)&!$(C(-,:CO)(-,:O)=C(-,:O)CO)&!$(C(-,:O)=C(-,:C(-,:CO)O)O)&!$(C(-,:O)(=CO)C(-,:O)CO):4]=[C:5][O:6]>>[O:6]=[C:5][C@@:4](-,:[O:3])[C@@:2]-,:[O:1]	[O:1]=[$(C(=O)(CO))!$(C(=O)(C(O)C(O)CO))!$(C(=O)(CO)(C(O)CO))!$(C(=O)(C(O)(CO)(CO))):2].[O:3][$(C(O)=CO)!$(C(CO)(O)=CO)!$(C(CO)(O)=C(O)CO)!$(C(O)=C(C(CO)O)O)!$(C(O)(=CO)C(O)CO):4]=[C:5][O:6]	[O:6]=[C:5][C@@:4]([O:3])[C@@:2]([O:1])[C:3][O:4]	
O=C[C@H](O)CO.OC=C(O)CO>>O=C(CO)[C@@H](O)[C@@H](O)[C@H](O)CO	aldol_sugar_addition_fast_pt-t2-@@-@@	[O:1]=[$(C(=O)-,:CO)&!$(C(=O)-,:C(-,:O)C(-,:O)CO)&!$(C(=O)(-,:CO)-,:C(-,:O)CO)&!$(C(=O)-,:C(-,:O)(-,:CO)-,:CO):2].[O:3][$(C(-,:O)=CO)&!$(C(-,:CO)(-,:O)=CO)&!$(C(-,:CO)(-,:O)=C(-,:O)CO)&!$(C(-,:O)=C(-,:C(-,:CO)O)O)&!$(C(-,:O)(=CO)C(-,:O)CO):4]=[C:5][O:6]>>[O:6]=[C:5][C@@:4](-,:[O:3])[C@@:2]-,:[O:1]	[O:1]=[$(C(=O)(CO))!$(C(=O)(C(O)C(O)CO))!$(C(=O)(CO)(C(O)CO))!$(C(=O)(C(O)(CO)(CO))):2].[O:3][$(C(O)=CO)!$(C(CO)(O)=CO)!$(C(CO)(O)=C(O)CO)!$(C(O)=C(C(CO)O)O)!$(C(O)(=CO)C(O)CO):4]=[C:5][O:6]	[O:6]=[C:5][C@@:4]([O:3])[C@@:2]([O:1])[C:3][O:4]	
O=CCO.OC=C(O)CO>>O=C(CO)[C@H](O)[C@H](O)CO	aldol_sugar_addition_fast_pt-t2-@-@	[O:1]=[$(C(=O)-,:CO)&!$(C(=O)-,:C(-,:O)C(-,:O)CO)&!$(C(=O)(-,:CO)-,:C(-,:O)CO)&!$(C(=O)-,:C(-,:O)(-,:CO)-,:CO):2].[O:3][$(C(-,:O)=CO)&!$(C(-,:CO)(-,:O)=CO)&!$(C(-,:CO)(-,:O)=C(-,:O)CO)&!$(C(-,:O)=C(-,:C(-,:CO)O)O)&!$(C(-,:O)(=CO)C(-,:O)CO):4]=[C:5][O:6]>>[O:6]=[C:5][C@:4](-,:[O:3])[C@:2]-,:[O:1]	[O:1]=[$(C(=O)(CO))!$(C(=O)(C(O)C(O)CO))!$(C(=O)(CO)(C(O)CO))!$(C(=O)(C(O)(CO)(CO))):2].[O:3][$(C(O)=CO)!$(C(CO)(O)=CO)!$(C(CO)(O)=C(O)CO)!$(C(O)=C(C(CO)O)O)!$(C(O)(=CO)C(O)CO):4]=[C:5][O:6]	[O:6]=[C:5][C@:4]([O:3])[C@:2]([O:1])	
O=C[C@@H](O)CO.OC=C(O)CO>>O=C(CO)[C@H](O)[C@H](O)[C@@H](O)CO	aldol_sugar_addition_fast_pt-t2-@-@	[O:1]=[$(C(=O)-,:CO)&!$(C(=O)-,:C(-,:O)C(-,:O)CO)&!$(C(=O)(-,:CO)-,:C(-,:O)CO)&!$(C(=O)-,:C(-,:O)(-,:CO)-,:CO):2].[O:3][$(C(-,:O)=CO)&!$(C(-,:CO)(-,:O)=CO)&!$(C(-,:CO)(-,:O)=C(-,:O)CO)&!$(C(-,:O)=C(-,:C(-,:CO)O)O)&!$(C(-,:O)(=CO)C(-,:O)CO):4]=[C:5][O:6]>>[O:6]=[C:5][C@:4](-,:[O:3])[C@:2]-,:[O:1]	[O:1]=[$(C(=O)(CO))!$(C(=O)(C(O)C(O)CO))!$(C(=O)(CO)(C(O)CO))!$(C(=O)(C(O)(CO)(CO))):2].[O:3][$(C(O)=CO)!$(C(CO)(O)=CO)!$(C(CO)(O)=C(O)CO)!$(C(O)=C(C(CO)O)O)!$(C(O)(=CO)C(O)CO):4]=[C:5][O:6]	[O:6]=[C:5][C@:4]([O:3])[C@:2]([O:1])	
O=C[C@H](O)CO.OC=C(O)CO>>O=C(CO)[C@H](O)[C@H](O)[C@H](O)CO	aldol_sugar_addition_fast_pt-t2-@-@	[O:1]=[$(C(=O)-,:CO)&!$(C(=O)-,:C(-,:O)C(-,:O)CO)&!$(C(=O)(-,:CO)-,:C(-,:O)CO)&!$(C(=O)-,:C(-,:O)(-,:CO)-,:CO):2].[O:3][$(C(-,:O)=CO)&!$(C(-,:CO)(-,:O)=CO)&!$(C(-,:CO)(-,:O)=C(-,:O)CO)&!$(C(-,:O)=C(-,:C(-,:CO)O)O)&!$(C(-,:O)(=CO)C(-,:O)CO):4]=[C:5][O:6]>>[O:6]=[C:5][C@:4](-,:[O:3])[C@:2]-,:[O:1]	[O:1]=[$(C(=O)(CO))!$(C(=O)(C(O)C(O)CO))!$(C(=O)(CO)(C(O)CO))!$(C(=O)(C(O)(CO)(CO))):2].[O:3][$(C(O)=CO)!$(C(CO)(O)=CO)!$(C(CO)(O)=C(O)CO)!$(C(O)=C(C(CO)O)O)!$(C(O)(=CO)C(O)CO):4]=[C:5][O:6]	[O:6]=[C:5][C@:4]([O:3])[C@:2]([O:1])	
O=C(CO)CO.OC=CO>>O=C[C@H](O)C(O)(CO)CO	aldol_sugar_addition_fast_pt-t2-@-@	[O:1]=[$(C(=O)-,:CO)&!$(C(=O)-,:C(-,:O)C(-,:O)CO)&!$(C(=O)(-,:CO)-,:C(-,:O)CO)&!$(C(=O)-,:C(-,:O)(-,:CO)-,:CO):2].[O:3][$(C(-,:O)=CO)&!$(C(-,:CO)(-,:O)=CO)&!$(C(-,:CO)(-,:O)=C(-,:O)CO)&!$(C(-,:O)=C(-,:C(-,:CO)O)O)&!$(C(-,:O)(=CO)C(-,:O)CO):4]=[C:5][O:6]>>[O:6]=[C:5][C@:4](-,:[O:3])[C@:2]-,:[O:1]	[O:1]=[$(C(=O)(CO))!$(C(=O)(C(O)C(O)CO))!$(C(=O)(CO)(C(O)CO))!$(C(=O)(C(O)(CO)(CO))):2].[O:3][$(C(O)=CO)!$(C(CO)(O)=CO)!$(C(CO)(O)=C(O)CO)!$(C(O)=C(C(CO)O)O)!$(C(O)(=CO)C(O)CO):4]=[C:5][O:6]	[O:6]=[C:5][C@:4]([O:3])[C@:2]([O:1])	
O=C(CO)CO.OC=C(O)CO>>O=C(CO)[C@H](O)C(O)(CO)CO	aldol_sugar_addition_fast_pt-t2-@-@	[O:1]=[$(C(=O)-,:CO)&!$(C(=O)-,:C(-,:O)C(-,:O)CO)&!$(C(=O)(-,:CO)-,:C(-,:O)CO)&!$(C(=O)-,:C(-,:O)(-,:CO)-,:CO):2].[O:3][$(C(-,:O)=CO)&!$(C(-,:CO)(-,:O)=CO)&!$(C(-,:CO)(-,:O)=C(-,:O)CO)&!$(C(-,:O)=C(-,:C(-,:CO)O)O)&!$(C(-,:O)(=CO)C(-,:O)CO):4]=[C:5][O:6]>>[O:6]=[C:5][C@:4](-,:[O:3])[C@:2]-,:[O:1]	[O:1]=[$(C(=O)(CO))!$(C(=O)(C(O)C(O)CO))!$(C(=O)(CO)(C(O)CO))!$(C(=O)(C(O)(CO)(CO))):2].[O:3][$(C(O)=CO)!$(C(CO)(O)=CO)!$(C(CO)(O)=C(O)CO)!$(C(O)=C(C(CO)O)O)!$(C(O)(=CO)C(O)CO):4]=[C:5][O:6]	[O:6]=[C:5][C@:4]([O:3])[C@:2]([O:1])	
O=CCO.OC=C(O)CO>>O=C[C@@](O)(CO)[C@H](O)CO	aldol_sugar_addition_fast_pt-t1-@-@	[O:1]=[$(C(=O)-,:CO)&!$(C(=O)-,:C(-,:O)C(-,:O)CO)&!$(C(=O)(-,:CO)-,:C(-,:O)CO)&!$(C(=O)-,:C(-,:O)(-,:CO)-,:CO):2].[O:3][$(C(-,:CO)(-,:O)=CO)&!$(C(-,:CO)(-,:O)=C(-,:O)CO)&!$(C(-,:O)=C(-,:C(-,:CO)O)O)&!$(C(-,:O)(=CO)C(-,:O)CO):4]=[C:5][O:6]>>[O:6]=[C:5][C@:4](-,:[O:3])[C@:2]-,:[O:1]	[O:1]=[$(C(=O)(CO))!$(C(=O)(C(O)C(O)CO))!$(C(=O)(CO)(C(O)CO))!$(C(=O)(C(O)(CO)(CO))):2].[O:3][$(C(CO)(O)=CO)!$(C(CO)(O)=C(O)CO)!$(C(O)=C(C(CO)O)O)!$(C(O)(=CO)C(O)CO):4]=[C:5][O:6]	[O:6]=[C:5][C@:4]([O:3])[C@:2]([O:1])	
O=C[C@@H](O)CO.OC=C(O)CO>>O=C[C@@](O)(CO)[C@H](O)[C@@H](O)CO	aldol_sugar_addition_fast_pt-t1-@-@	[O:1]=[$(C(=O)-,:CO)&!$(C(=O)-,:C(-,:O)C(-,:O)CO)&!$(C(=O)(-,:CO)-,:C(-,:O)CO)&!$(C(=O)-,:C(-,:O)(-,:CO)-,:CO):2].[O:3][$(C(-,:CO)(-,:O)=CO)&!$(C(-,:CO)(-,:O)=C(-,:O)CO)&!$(C(-,:O)=C(-,:C(-,:CO)O)O)&!$(C(-,:O)(=CO)C(-,:O)CO):4]=[C:5][O:6]>>[O:6]=[C:5][C@:4](-,:[O:3])[C@:2]-,:[O:1]	[O:1]=[$(C(=O)(CO))!$(C(=O)(C(O)C(O)CO))!$(C(=O)(CO)(C(O)CO))!$(C(=O)(C(O)(CO)(CO))):2].[O:3][$(C(CO)(O)=CO)!$(C(CO)(O)=C(O)CO)!$(C(O)=C(C(CO)O)O)!$(C(O)(=CO)C(O)CO):4]=[C:5][O:6]	[O:6]=[C:5][C@:4]([O:3])[C@:2]([O:1])	
O=C[C@H](O)CO.OC=C(O)CO>>O=C[C@@](O)(CO)[C@H](O)[C@H](O)CO	aldol_sugar_addition_fast_pt-t1-@-@	[O:1]=[$(C(=O)-,:CO)&!$(C(=O)-,:C(-,:O)C(-,:O)CO)&!$(C(=O)(-,:CO)-,:C(-,:O)CO)&!$(C(=O)-,:C(-,:O)(-,:CO)-,:CO):2].[O:3][$(C(-,:CO)(-,:O)=CO)&!$(C(-,:CO)(-,:O)=C(-,:O)CO)&!$(C(-,:O)=C(-,:C(-,:CO)O)O)&!$(C(-,:O)(=CO)C(-,:O)CO):4]=[C:5][O:6]>>[O:6]=[C:5][C@:4](-,:[O:3])[C@:2]-,:[O:1]	[O:1]=[$(C(=O)(CO))!$(C(=O)(C(O)C(O)CO))!$(C(=O)(CO)(C(O)CO))!$(C(=O)(C(O)(CO)(CO))):2].[O:3][$(C(CO)(O)=CO)!$(C(CO)(O)=C(O)CO)!$(C(O)=C(C(CO)O)O)!$(C(O)(=CO)C(O)CO):4]=[C:5][O:6]	[O:6]=[C:5][C@:4]([O:3])[C@:2]([O:1])	
O=C(CO)CO.OC=C(O)CO>>O=C[C@@](O)(CO)C(O)(CO)CO	aldol_sugar_addition_fast_pt-t1-@-@	[O:1]=[$(C(=O)-,:CO)&!$(C(=O)-,:C(-,:O)C(-,:O)CO)&!$(C(=O)(-,:CO)-,:C(-,:O)CO)&!$(C(=O)-,:C(-,:O)(-,:CO)-,:CO):2].[O:3][$(C(-,:CO)(-,:O)=CO)&!$(C(-,:CO)(-,:O)=C(-,:O)CO)&!$(C(-,:O)=C(-,:C(-,:CO)O)O)&!$(C(-,:O)(=CO)C(-,:O)CO):4]=[C:5][O:6]>>[O:6]=[C:5][C@:4](-,:[O:3])[C@:2]-,:[O:1]	[O:1]=[$(C(=O)(CO))!$(C(=O)(C(O)C(O)CO))!$(C(=O)(CO)(C(O)CO))!$(C(=O)(C(O)(CO)(CO))):2].[O:3][$(C(CO)(O)=CO)!$(C(CO)(O)=C(O)CO)!$(C(O)=C(C(CO)O)O)!$(C(O)(=CO)C(O)CO):4]=[C:5][O:6]	[O:6]=[C:5][C@:4]([O:3])[C@:2]([O:1])	
O=CCO.OC=C(O)CO>>O=C[C@@](O)(CO)[C@@H](O)CO	aldol_sugar_addition_fast_pt-t1-@-@@	[O:1]=[$(C(=O)-,:CO)&!$(C(=O)-,:C(-,:O)C(-,:O)CO)&!$(C(=O)(-,:CO)-,:C(-,:O)CO)&!$(C(=O)-,:C(-,:O)(-,:CO)-,:CO):2].[O:3][$(C(-,:CO)(-,:O)=CO)&!$(C(-,:CO)(-,:O)=C(-,:O)CO)&!$(C(-,:O)=C(-,:C(-,:CO)O)O)&!$(C(-,:O)(=CO)C(-,:O)CO):4]=[C:5][O:6]>>[O:6]=[C:5][C@:4](-,:[O:3])[C@@:2]-,:[O:1]	[O:1]=[$(C(=O)(CO))!$(C(=O)(C(O)C(O)CO))!$(C(=O)(CO)(C(O)CO))!$(C(=O)(C(O)(CO)(CO))):2].[O:3][$(C(CO)(O)=CO)!$(C(CO)(O)=C(O)CO)!$(C(O)=C(C(CO)O)O)!$(C(O)(=CO)C(O)CO):4]=[C:5][O:6]	[O:6]=[C:5][C@:4]([O:3])[C@@:2]([O:1])[C:3][O:4]	
O=C[C@@H](O)CO.OC=C(O)CO>>O=C[C@@](O)(CO)[C@@H](O)[C@@H](O)CO	aldol_sugar_addition_fast_pt-t1-@-@@	[O:1]=[$(C(=O)-,:CO)&!$(C(=O)-,:C(-,:O)C(-,:O)CO)&!$(C(=O)(-,:CO)-,:C(-,:O)CO)&!$(C(=O)-,:C(-,:O)(-,:CO)-,:CO):2].[O:3][$(C(-,:CO)(-,:O)=CO)&!$(C(-,:CO)(-,:O)=C(-,:O)CO)&!$(C(-,:O)=C(-,:C(-,:CO)O)O)&!$(C(-,:O)(=CO)C(-,:O)CO):4]=[C:5][O:6]>>[O:6]=[C:5][C@:4](-,:[O:3])[C@@:2]-,:[O:1]	[O:1]=[$(C(=O)(CO))!$(C(=O)(C(O)C(O)CO))!$(C(=O)(CO)(C(O)CO))!$(C(=O)(C(O)(CO)(CO))):2].[O:3][$(C(CO)(O)=CO)!$(C(CO)(O)=C(O)CO)!$(C(O)=C(C(CO)O)O)!$(C(O)(=CO)C(O)CO):4]=[C:5][O:6]	[O:6]=[C:5][C@:4]([O:3])[C@@:2]([O:1])[C:3][O:4]	
O=C[C@H](O)CO.OC=C(O)CO>>O=C[C@@](O)(CO)[C@@H](O)[C@H](O)CO	aldol_sugar_addition_fast_pt-t1-@-@@	[O:1]=[$(C(=O)-,:CO)&!$(C(=O)-,:C(-,:O)C(-,:O)CO)&!$(C(=O)(-,:CO)-,:C(-,:O)CO)&!$(C(=O)-,:C(-,:O)(-,:CO)-,:CO):2].[O:3][$(C(-,:CO)(-,:O)=CO)&!$(C(-,:CO)(-,:O)=C(-,:O)CO)&!$(C(-,:O)=C(-,:C(-,:CO)O)O)&!$(C(-,:O)(=CO)C(-,:O)CO):4]=[C:5][O:6]>>[O:6]=[C:5][C@:4](-,:[O:3])[C@@:2]-,:[O:1]	[O:1]=[$(C(=O)(CO))!$(C(=O)(C(O)C(O)CO))!$(C(=O)(CO)(C(O)CO))!$(C(=O)(C(O)(CO)(CO))):2].[O:3][$(C(CO)(O)=CO)!$(C(CO)(O)=C(O)CO)!$(C(O)=C(C(CO)O)O)!$(C(O)(=CO)C(O)CO):4]=[C:5][O:6]	[O:6]=[C:5][C@:4]([O:3])[C@@:2]([O:1])[C:3][O:4]	
O=CCO.OC=C(O)CO>>O=C(CO)[C@H](O)[C@@H](O)CO	aldol_sugar_addition_fast_pt-t2-@-@@	[O:1]=[$(C(=O)-,:CO)&!$(C(=O)-,:C(-,:O)C(-,:O)CO)&!$(C(=O)(-,:CO)-,:C(-,:O)CO)&!$(C(=O)-,:C(-,:O)(-,:CO)-,:CO):2].[O:3][$(C(-,:O)=CO)&!$(C(-,:CO)(-,:O)=CO)&!$(C(-,:CO)(-,:O)=C(-,:O)CO)&!$(C(-,:O)=C(-,:C(-,:CO)O)O)&!$(C(-,:O)(=CO)C(-,:O)CO):4]=[C:5][O:6]>>[O:6]=[C:5][C@:4](-,:[O:3])[C@@:2]-,:[O:1]	[O:1]=[$(C(=O)(CO))!$(C(=O)(C(O)C(O)CO))!$(C(=O)(CO)(C(O)CO))!$(C(=O)(C(O)(CO)(CO))):2].[O:3][$(C(O)=CO)!$(C(CO)(O)=CO)!$(C(CO)(O)=C(O)CO)!$(C(O)=C(C(CO)O)O)!$(C(O)(=CO)C(O)CO):4]=[C:5][O:6]	[O:6]=[C:5][C@:4]([O:3])[C@@:2]([O:1])[C:3][O:4]	
O=C[C@@H](O)CO.OC=C(O)CO>>O=C(CO)[C@H](O)[C@@H](O)[C@@H](O)CO	aldol_sugar_addition_fast_pt-t2-@-@@	[O:1]=[$(C(=O)-,:CO)&!$(C(=O)-,:C(-,:O)C(-,:O)CO)&!$(C(=O)(-,:CO)-,:C(-,:O)CO)&!$(C(=O)-,:C(-,:O)(-,:CO)-,:CO):2].[O:3][$(C(-,:O)=CO)&!$(C(-,:CO)(-,:O)=CO)&!$(C(-,:CO)(-,:O)=C(-,:O)CO)&!$(C(-,:O)=C(-,:C(-,:CO)O)O)&!$(C(-,:O)(=CO)C(-,:O)CO):4]=[C:5][O:6]>>[O:6]=[C:5][C@:4](-,:[O:3])[C@@:2]-,:[O:1]	[O:1]=[$(C(=O)(CO))!$(C(=O)(C(O)C(O)CO))!$(C(=O)(CO)(C(O)CO))!$(C(=O)(C(O)(CO)(CO))):2].[O:3][$(C(O)=CO)!$(C(CO)(O)=CO)!$(C(CO)(O)=C(O)CO)!$(C(O)=C(C(CO)O)O)!$(C(O)(=CO)C(O)CO):4]=[C:5][O:6]	[O:6]=[C:5][C@:4]([O:3])[C@@:2]([O:1])[C:3][O:4]	
O=C[C@H](O)CO.OC=C(O)CO>>O=C(CO)[C@H](O)[C@@H](O)[C@H](O)CO	aldol_sugar_addition_fast_pt-t2-@-@@	[O:1]=[$(C(=O)-,:CO)&!$(C(=O)-,:C(-,:O)C(-,:O)CO)&!$(C(=O)(-,:CO)-,:C(-,:O)CO)&!$(C(=O)-,:C(-,:O)(-,:CO)-,:CO):2].[O:3][$(C(-,:O)=CO)&!$(C(-,:CO)(-,:O)=CO)&!$(C(-,:CO)(-,:O)=C(-,:O)CO)&!$(C(-,:O)=C(-,:C(-,:CO)O)O)&!$(C(-,:O)(=CO)C(-,:O)CO):4]=[C:5][O:6]>>[O:6]=[C:5][C@:4](-,:[O:3])[C@@:2]-,:[O:1]	[O:1]=[$(C(=O)(CO))!$(C(=O)(C(O)C(O)CO))!$(C(=O)(CO)(C(O)CO))!$(C(=O)(C(O)(CO)(CO))):2].[O:3][$(C(O)=CO)!$(C(CO)(O)=CO)!$(C(CO)(O)=C(O)CO)!$(C(O)=C(C(CO)O)O)!$(C(O)(=CO)C(O)CO):4]=[C:5][O:6]	[O:6]=[C:5][C@:4]([O:3])[C@@:2]([O:1])[C:3][O:4]	
O=C(CO)[C@H](O)CO>>C=O.OC=C(O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C(CO)[C@@H](O)CO>>C=O.OC=C(O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C(CO)[C@H](O)[C@@H](O)CO>>O=CCO.OC=C(O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C(CO)[C@H](O)[C@H](O)CO>>O=CCO.OC=C(O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C(CO)[C@@H](O)[C@@H](O)CO>>O=CCO.OC=C(O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C(CO)[C@@H](O)[C@H](O)CO>>O=CCO.OC=C(O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C([C@@H](O)CO)[C@H](O)CO>>C=O.OC=C(O)[C@H](O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C([C@@H](O)CO)[C@H](O)CO>>C=O.OC=C(O)[C@@H](O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C([C@@H](O)CO)[C@@H](O)CO>>C=O.OC=C(O)[C@@H](O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C([C@@H](O)CO)[C@H](O)[C@@H](O)CO>>C=O.OC=C(O)[C@H](O)[C@@H](O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C([C@@H](O)CO)[C@H](O)[C@@H](O)CO>>O=CCO.OC=C(O)[C@@H](O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C([C@@H](O)CO)[C@H](O)[C@H](O)CO>>C=O.OC=C(O)[C@H](O)[C@H](O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C([C@@H](O)CO)[C@H](O)[C@H](O)CO>>O=CCO.OC=C(O)[C@@H](O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C([C@@H](O)CO)[C@@H](O)[C@@H](O)CO>>C=O.OC=C(O)[C@@H](O)[C@@H](O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C([C@@H](O)CO)[C@@H](O)[C@@H](O)CO>>O=CCO.OC=C(O)[C@@H](O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C([C@@H](O)CO)[C@@H](O)[C@H](O)CO>>C=O.OC=C(O)[C@@H](O)[C@H](O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C([C@@H](O)CO)[C@@H](O)[C@H](O)CO>>O=CCO.OC=C(O)[C@@H](O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C([C@H](O)CO)[C@H](O)CO>>C=O.OC=C(O)[C@H](O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C([C@H](O)CO)[C@H](O)[C@@H](O)CO>>C=O.OC=C(O)[C@H](O)[C@@H](O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C([C@H](O)CO)[C@H](O)[C@@H](O)CO>>O=CCO.OC=C(O)[C@H](O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C([C@H](O)CO)[C@H](O)[C@H](O)CO>>C=O.OC=C(O)[C@H](O)[C@H](O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C([C@H](O)CO)[C@H](O)[C@H](O)CO>>O=CCO.OC=C(O)[C@H](O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
